"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","Enhancer","IsSingleNode","Methylation_score","name","NeighborhoodConnectivity","nes","NR_R_logFC","NR_R_P.Value","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Promoter","pval","pval.fdr","Radiality","selected","SelfLoops","shared name","size","Stress","TopologicalCoefficient"
"3.348901098901099","0.002654107716159568","0.29860541427399506","0.3","5","7","0.0398724082934609","false","0.539872408293461","NPAS2","18.2",,"2.15471907981366","0.085388946162942","0","5","0","0.5",,,"0.946615884115884","false","0","NPAS2",,"2560","0.284375"
"2.89010989010989","0.03847259645146717","0.34600760456273766","0.18333333333333332","19","6","0.0419591259261921","false","0.0877707017150915","IL2","16.0",,"1.05021245962733","0.0345977159282249","0","19","3","0.0458115757888994",,,"0.957042957042957","false","0","IL2",,"27718","0.12648809523809523"
"3.2554945054945055","0.01755540180805664","0.3071729957805907","0.19047619047619047","7","7","0.0524602768269745","false","0.180932291086394","ID2","15.142857142857142",,"-2.35463188198758","0.00861460509082687","0","7","0","0.128472014259419",,,"0.9487387612387613","false","0","ID2",,"6788","0.19047619047619047"
"3.42032967032967","0.021771146000087397","0.2923694779116466","0.17857142857142858","9","6","0.0714285714285714","false","0.201863354037267","NR5A1","9.25","1.72502474890453","0.271843104347826","0.749856422725092","0","9","1","0.130434782608696","0.0845230124835158","0.95305676175144","0.9449925074925075","false","0","NR5A1","15","9646","0.16898148148148148"
"3.1923076923076925","0.05014439521855371","0.3132530120481927","0.2222222222222222","11","6","0.0622881355932203","false","0.084222333000997","RUNX1","11.8","2.42809250538738","0.246158857142859","0.420457931772079","0","11","1","0.0219341974077767","0.0151784712749892","0.644462219024405","0.9501748251748251","false","0","RUNX1","21","24284","0.15064935064935064"
"2.782967032967033","0.1099512114951565","0.35932872655478776","0.12631578947368421","20","6","0.0245785440613027","false","0.160728778803087","MAPK11","13.75",,"3.36128291366459","0.0020696640652337","0","20","0","0.136150234741784",,,"0.9594780219780219","false","0","MAPK11",,"63642","0.08653846153846154"
"3.35989010989011","0.050538812542358","0.29762878168438267","0.14285714285714285","8","7","0.0","false","0.0","CAMK2A","8.0",,"2.08149284037267","0.037105923208045","0","8","0","0.0",,,"0.9463661338661339","false","0","CAMK2A",,"25024","0.15"
"3.162087912087912","3.645656808233326E-4","0.31624674196351","0.8333333333333334","4","6","0.0283687943262411","false","0.171225937183384","VEGFC","34.5",,"-1.0463906010559","0.0478760502566668","0","4","0","0.142857142857143",,,"0.9508616383616384","false","0","VEGFC",,"872","0.359375"
"2.7225274725274726","0.08928083321153053","0.36730575176589303","0.10507246376811594","27","6","0.0439393939393939","false","0.210606060606061","SMAD3","13.125","2.93762466227744","0.162079354037267","0.206532470302508","0","27","3","0.166666666666667","0.00330737171671985","0.390269862572942","0.9608516483516483","false","0","SMAD3","33","57662","0.0825268817204301"
"3.6043956043956045","3.8009128918219825E-4","0.27743902439024387","0.0","2","7","0.0693353176208711","false","0.134298371808063","NPC1","19.5",,"-1.59837645776398","0.0844639618511511","0","2","0","0.0649630541871921",,,"0.9408091908091908","false","0","NPC1",,"232","0.5285714285714286"
"3.5054945054945055","0.0","0.2852664576802508","1.0","2","7","0.115384615384615","false","0.145484949832776","ETV3","32.5",,"-2.04914437267081","0.00854556774570161","0","2","0","0.0301003344481605",,,"0.9430569430569431","false","0","ETV3",,"0","0.5803571428571429"
"3.1758241758241756","0.016167380305444127","0.314878892733564","0.26666666666666666","6","6","0.0375139353400223","false","0.137513935340022","NR4A3","22.166666666666668",,"-1.14873563602484","0.0829147252695194","0","6","0","0.1",,,"0.9505494505494506","false","0","NR4A3",,"10984","0.23581560283687944"
"3.7747252747252746","0.005494505494505495","0.264919941775837","0.0","2","7","0.068168344240482","false","0.18452332764092","CRH","14.0",,"1.28889576546584","0.0167685889071269","0","2","0","0.116354983400438",,,"0.9369380619380618","false","0","CRH",,"2378","0.5"
"2.7005494505494507","0.19489165719348664","0.37029501525940994","0.04267425320056899","41","6","0.0224709021792399","false","0.0224709021792399","MYC","7.2368421052631575","-0.95113008019915","-3.2652887242236","0.0290227525784117","0","41","3","0.0","0.341538346641906","0.95305676175144","0.9613511488511488","false","0","MYC","381","93836","0.047110783952889215"
"3.78021978021978","0.0","0.26453488372093026","0.0","1","7","0.0","false","0.0606060606060606","TINAGL1","27.0",,"-0.924434636645961","0.0320273231851701","0","1","0","0.0606060606060606",,,"0.9368131868131868","false","0","TINAGL1",,"0","0.0"
"3.1483516483516483","0.007146026348894737","0.31762652705061084","0.2857142857142857","8","6","0.0619868637110016","false","0.0619868637110016","NOS2","21.0",,"3.37644530434782","7.57226399099331E-4","0","8","1","0.0",,,"0.9511738261738262","false","0","NOS2",,"4942","0.2425249169435216"
"3.78021978021978","0.0","0.26453488372093026","0.0","1","7","0.0","false","0.166666666666667","UGT8","27.0",,"-1.42421906832299","0.0378468174888391","0","1","0","0.166666666666667",,,"0.9368131868131868","false","0","UGT8",,"0","0.0"
"2.629120879120879","0.13958466037475822","0.38035527690700105","0.08602150537634409","35","6","0.052704411144597","false","0.147395946295243","HIF1A","11.258064516129032","1.81012936039666","0.0474518198757785","0.81872854413841","0","35","4","0.0946915351506456","0.0702757288515468","0.95305676175144","0.9629745254745256","false","0","HIF1A","146","82818","0.06395019807583475"
"3.315934065934066","0.006953148886323492","0.3015741507870754","0.3","5","7","0.0383657667299272","false","0.112502014653572","ID1","18.0",,"-1.52982012086957","0.0215670213587886","0","5","0","0.0741362479236444",,,"0.9473651348651349","false","0","ID1",,"3334","0.24722222222222223"
"3.510989010989011","0.002215436697131802","0.28482003129890454","0.3","5","7","0.0708323208323208","false","0.196696023931281","DCC","12.0",,"-2.23309518633541","0.0338656921780212","0","5","0","0.12586370309896",,,"0.942932067932068","false","0","DCC",,"1892","0.251063829787234"
"3.4505494505494507","4.164590277413967E-4","0.2898089171974522","0.6666666666666666","4","7","0.0591883879927358","false","0.0591883879927358","CYP17A1","19.666666666666668",,"3.11674602360248","0.00725334989162461","0","4","1","0.0",,,"0.9443056943056942","false","0","CYP17A1",,"438","0.3933333333333333"
"3.541208791208791","1.728086344963307E-4","0.2823894491854151","0.0","2","7","0.0216374269005848","false","0.0380308695235356","PLAT","18.5",,"1.59683350714286","0.0608520569267785","0","2","0","0.0163934426229508",,,"0.9422452547452548","false","0","PLAT",,"214","0.5303030303030303"
"2.782967032967033","0.1147999157156984","0.35932872655478776","0.07407407407407407","28","6","0.0599372859308057","false","0.171048397041917","CREB1","9.074074074074074","1.76525988490614","0.127938248447206","0.275289525349605","0","28","1","0.111111111111111","0.0775200981457595","0.95305676175144","0.9594780219780219","false","0","CREB1","74","62134","0.06723646723646724"
"3.1263736263736264","0.017055026771683704","0.31985940246045697","0.21428571428571427","8","6","0.0","false","0.0","NOTCH2","22.125",,"0.7889769689441","0.00189764520377302","0","8","0","0.0",,,"0.9516733266733266","false","0","NOTCH2",,"13456","0.21033653846153846"
"3.03021978021978","0.02788471953591023","0.3300090661831369","0.14285714285714285","18","6","0.0447918253263915","false","0.0833333254063531","NFATC2","11.066666666666666","2.28919078734247","0.0662964968944113","0.662260935279823","0","18","3","0.0385415000799616","0.0220682696429803","0.651013954467919","0.9538586413586413","false","0","NFATC2","10","16094","0.125"
"3.107142857142857","0.02593330594614321","0.3218390804597701","0.1111111111111111","10","6","0.0640592778777012","false","0.152937295104799","MAP3K1","13.4",,"-1.25981221459627","0.066728059938297","0","10","0","0.088878017227098",,,"0.9521103896103896","false","0","MAP3K1",,"15740","0.15"
"3.6868131868131866","0.011681334530836082","0.27123695976154993","0.0","4","7","0.0281796262808921","false","0.0813441832429174","BDNF","12.0",,"1.48255379503105","0.0259694782760323","0","4","1","0.0531645569620253",,,"0.9389360639360639","false","0","BDNF",,"8184","0.34375"
"3.684065934065934","0.0026894311796909196","0.2714392244593587","0.0","2","7","0.0442708333333333","false","0.0442708333333333","G6PC2","16.5",,"2.0500419068323","0.0181295604079402","0","2","0","0.0",,,"0.9389985014985015","false","0","G6PC2",,"1408","0.5"
